filename,duration,original_dB,scaled_dB,
nimbookcase_f3,0.9239229024943311,67.23018030930213,65,
nimbucket_f3,1.143015873015873,66.88228575869141,65,
nimclock_f3,0.8614739229024944,67.35480232224562,65,
nimdrawer_f3,0.8992063492063492,67.27785851545389,64.99999999999999,
nimfan_f3,0.8629251700680272,67.35175342494743,65.00000000000001,
nimlamp_f3,0.829546485260771,67.42420440262083,65,
nimmirror_f3,1.024013605442177,67.05626371728171,64.99999999999999,
nimsofa_f3,1.0762585034013605,66.97600799404245,64.99999999999999,
filename,duration,original_dB,scaled_dB,
togbookcase_f3,0.8891383219954648,64.52441810449318,65,
togbucket_f3,1.1082312925170068,64.62265959555603,65,
togclock_f3,0.8266893424036281,64.48626448635497,65,
togdrawer_f3,0.864421768707483,64.51002018903887,65,
togfan_f3,0.828140589569161,64.48723848631313,65,
toglamp_f3,0.7947619047619048,64.4643016620409,65.00000000000001,
togmirror_f3,0.9892290249433107,64.57498048245105,65,
togsofa_f3,1.0414739229024943,64.59731277164857,65,
