filename,duration,original_dB,scaled_dB,
bookcase_m1,0.4759637188208617,55.77154527543193,65,
bucket_m1,0.6959183673469388,53.67338852678324,65,
clock_m1,0.5606575963718821,54.85432066936604,65.00000000000001,
drawer_m1,0.5137414965986394,58.116262097544926,65,
fan_m1,0.43979591836734694,51.913467338402626,65.00000000000001,
fim_m1,0.2951927437641723,56.49449756950895,65,
fimbookcase_m1,0.771156462585034,56.06267332128539,65,
fimbucket_m1,0.9911111111111112,54.71978825368849,65,
fimclock_m1,0.8558503401360544,55.49242202684725,65.00000000000001,
fimdrawer_m1,0.8089342403628118,57.59198274230502,64.99999999999999,
fimfan_m1,0.7349886621315193,54.3478991021066,65,
fimlamp_m1,0.6899319727891157,58.056056480642425,65,
fimmirror_m1,0.902562358276644,54.56882457155699,64.99999999999999,
fimsofa_m1,0.9409977324263038,55.061101887756124,65,
hap_m1,0.27453514739229024,62.94585153844469,65,
hapbookcase_m1,0.750498866213152,59.82438817707248,65,
hapbucket_m1,0.970453514739229,58.60057784194635,65.00000000000001,
hapclock_m1,0.8351927437641723,59.309550713799055,65,
hapdrawer_m1,0.7882766439909297,60.447960535102716,65,
hapfan_m1,0.7143310657596372,59.30938939538261,65,
haplamp_m1,0.6692743764172335,61.03949840030637,65,
hapmirror_m1,0.8819047619047619,58.791801957297736,65,
hapsofa_m1,0.9203401360544218,58.879684765842015,65,
lamp_m1,0.3947392290249433,58.94044524332078,65,
mirror_m1,0.6073696145124716,53.19492048534504,65,
sofa_m1,0.6458049886621315,54.20590090417434,65,
filename,duration,original_dB,scaled_dB,
nimbookcase_m1,0.6619047619047619,66.95374177518481,65,
nimbucket_m1,0.881859410430839,66.5424444538764,65,
nimclock_m1,0.7465986394557823,66.77148991142415,64.99999999999999,
nimdrawer_m1,0.6996825396825397,66.86795303070892,64.99999999999999,
nimfan_m1,0.6257369614512471,67.04373505452254,64.99999999999999,
nimlamp_m1,0.5806802721088435,67.16843233665736,65,
nimmirror_m1,0.7933106575963719,66.68496229345169,65,
nimsofa_m1,0.8317460317460318,66.61995566295629,64.99999999999999,
filename,duration,original_dB,scaled_dB,
nimbookcase_m1,0.6692063492063492,64.66004852507977,65,
nimbucket_m1,0.8891609977324263,63.38653662172311,64.99999999999999,
nimclock_m1,0.7539002267573696,64.12398914867035,65.00000000000001,
nimdrawer_m1,0.7069841269841269,64.74883561841555,65,
nimfan_m1,0.6330385487528345,64.64668939643629,65,
nimlamp_m1,0.5879818594104308,65.5003171146308,65,
nimmirror_m1,0.8006122448979592,63.76212267877102,65,
nimsofa_m1,0.839047619047619,63.65624745336548,65,
filename,duration,original_dB,scaled_dB,
nimbookcase_m1,0.6692063492063492,64.66004852507977,65,
nimbucket_m1,0.8891609977324263,63.38653662172311,64.99999999999999,
nimclock_m1,0.7539002267573696,64.12398914867035,65.00000000000001,
nimdrawer_m1,0.7069841269841269,64.74883561841555,65,
nimfan_m1,0.6330385487528345,64.64668939643629,65,
nimlamp_m1,0.5879818594104308,65.5003171146308,65,
nimmirror_m1,0.8006122448979592,63.76212267877102,65,
nimsofa_m1,0.839047619047619,63.65624745336548,65,
filename,duration,original_dB,scaled_dB,
nimbookcase_m1,0.6692063492063492,66.90609894979647,65,
nimbucket_m1,0.8891609977324263,66.5066361297619,64.99999999999999,
nimclock_m1,0.7539002267573696,66.72922556092117,65.00000000000001,
nimdrawer_m1,0.7069841269841269,66.82286931612546,65,
nimfan_m1,0.6330385487528345,66.99335431538496,64.99999999999999,
nimlamp_m1,0.5879818594104308,67.11416665196475,65.00000000000001,
nimmirror_m1,0.8006122448979592,66.64517524971968,65,
nimsofa_m1,0.839047619047619,66.58199921953621,65,
filename,duration,original_dB,scaled_dB,
nimbookcase_m1,0.8305668934240363,64.93499703786539,64.99999999999999,
nimbucket_m1,1.0505215419501133,64.94870785450784,65,
nimclock_m1,0.9152607709750566,64.94105826657511,64.99999999999999,
nimdrawer_m1,0.868344671201814,64.93785125862536,65,
nimfan_m1,0.7943990929705216,64.93200142927812,65,
nimlamp_m1,0.7493424036281179,64.9278958434721,64.99999999999999,
nimmirror_m1,0.9619727891156462,64.94391927818751,65,
nimsofa_m1,1.0004081632653061,64.94610418534896,64.99999999999999,
filename,duration,original_dB,scaled_dB,
togbookcase_m1,0.7173015873015873,64.00975805307857,65.00000000000001,
togbucket_m1,0.9372562358276644,64.26325814919981,65,
togclock_m1,0.8019954648526078,64.12566055059968,65,
togdrawer_m1,0.7550793650793651,64.06505932739012,65.00000000000001,
togfan_m1,0.6811337868480726,63.95027539970032,65,
toglamp_m1,0.636077097505669,63.86536212094504,65,
togmirror_m1,0.8487074829931973,64.17861847019736,65,
togsofa_m1,0.8871428571428571,64.21763941549081,65,
