filename,duration,original_dB,scaled_dB,
bookcase_m5,0.6122902494331066,61.80466825934339,65,
bucket_m5,0.7051700680272109,58.396467357285346,65,
clock_m5,0.5933333333333334,54.55328293557368,64.99999999999999,
drawer_m5,0.5036507936507937,59.597641949534015,65,
fan_m5,0.611609977324263,58.599558747215134,64.99999999999999,
fim_m5,0.3386621315192744,58.68856796720913,65.00000000000001,
fimbookcase_m5,0.950952380952381,60.93034153124486,65,
fimbucket_m5,1.0438321995464852,58.493406533348505,65.00000000000001,
fimclock_m5,0.9319954648526078,56.53506604890292,64.99999999999999,
fimdrawer_m5,0.8423129251700681,59.254663072401186,65,
fimfan_m5,0.9502721088435374,58.63148986912237,65.00000000000001,
fimlamp_m5,0.7846712018140589,59.47543121891214,65,
fimmirror_m5,1.061904761904762,55.497729757403704,64.99999999999999,
fimsofa_m5,1.1101133786848072,57.41917598623736,65,
hap_m5,0.3375056689342404,65.07839295059769,65,
hapbookcase_m5,0.9497959183673469,63.26528836832836,65,
hapbucket_m5,1.0426757369614512,61.78907493581781,65,
hapclock_m5,0.9308390022675737,61.301202926500196,65,
hapdrawer_m5,0.841156462585034,62.64280007387225,65,
hapfan_m5,0.9491156462585034,62.0730247031736,65.00000000000001,
haplamp_m5,0.7835147392290249,62.91134165110758,64.99999999999999,
hapmirror_m5,1.060748299319728,60.58217727009983,65,
hapsofa_m5,1.1089569160997732,61.16179286609869,64.99999999999999,
lamp_m5,0.4460090702947846,59.99016430743093,65,
mirror_m5,0.7232426303854875,52.41731975339572,65,
sofa_m5,0.7714512471655329,56.71830037298421,65,
filename,duration,original_dB,scaled_dB,
nimbookcase_m5,0.9873015873015873,65.09964598804582,65,
nimbucket_m5,1.0801814058956916,65.0911768888785,65,
nimclock_m5,0.9683446712018141,65.10158063616858,65.00000000000001,
nimdrawer_m5,0.8786621315192744,65.1118034516588,65.00000000000001,
nimfan_m5,0.9866213151927438,65.09972548202393,65,
nimlamp_m5,0.8210204081632653,65.11957159683104,65.00000000000001,
nimmirror_m5,1.0982539682539683,65.0896888493013,65.00000000000001,
nimsofa_m5,1.1464625850340135,65.08596092604117,65,
filename,duration,original_dB,scaled_dB,
togbookcase_m5,0.8554195011337868,65.48611193196106,64.99999999999999,
togbucket_m5,0.9482993197278912,65.44084331390758,64.99999999999999,
togclock_m5,0.8364625850340136,65.49652903175789,65,
togdrawer_m5,0.7467800453514739,65.55249985816565,65,
togfan_m5,0.8547392290249433,65.48649015633815,65,
toglamp_m5,0.6891383219954649,65.59570612463092,64.99999999999999,
togmirror_m5,0.9663718820861678,65.43299325073133,64.99999999999999,
togsofa_m5,1.014580498866213,65.41337403179962,65,
