filename,duration,original_dB,scaled_dB,
bookcase_f5,0.6907936507936508,59.72904220153566,65,
bucket_f5,0.7807709750566894,60.00450847867783,65,
clock_f5,0.5964399092970522,58.92362849524781,65.00000000000001,
drawer_f5,0.5746938775510204,60.974479055759716,64.99999999999999,
fan_f5,0.5601814058956917,61.038865128441124,64.99999999999999,
fim_f5,0.3879591836734694,60.805818879839805,64.99999999999999,
fimbookcase_f5,1.0787528344671202,60.147681764463734,64.99999999999999,
fimbucket_f5,1.1687301587301586,60.28721885578459,65,
fimclock_f5,0.9843990929705215,59.765081211997625,65,
fimdrawer_f5,0.9626530612244898,60.907293171790855,65,
fimfan_f5,0.948140589569161,60.94501404067764,65,
fimlamp_f5,0.9075056689342403,60.386065926572385,65,
fimmirror_f5,1.0052607709750567,58.640854975021256,65,
fimsofa_f5,1.104875283446712,60.68730424080245,65,
hap_f5,0.31700680272108844,59.75384399865653,65,
hapbookcase_f5,1.0078004535147391,59.73685896492749,65,
hapbucket_f5,1.0977777777777777,59.933597294857854,65,
hapclock_f5,0.9134467120181405,59.23006203358278,65,
hapdrawer_f5,0.8917006802721088,60.57868284833877,65,
hapfan_f5,0.87718820861678,60.617033657516615,65,
haplamp_f5,0.8365532879818595,59.93621478338827,65,
hapmirror_f5,0.9343083900226757,57.83562836857713,65,
hapsofa_f5,1.033922902494331,60.37362482396525,65,
lamp_f5,0.519546485260771,60.043841565250005,65,
mirror_f5,0.6173015873015874,56.37759333468617,65,
sofa_f5,0.7169160997732427,60.62179535147485,64.99999999999999,
filename,duration,original_dB,scaled_dB,
nimbookcase_f5,0.9761451247165532,65.68012256963402,65,
nimbucket_f5,1.0661224489795917,65.62667017977435,65,
nimclock_f5,0.8817913832199546,65.74696813971497,64.99999999999999,
nimdrawer_f5,0.8600453514739229,65.76428024834257,65,
nimfan_f5,0.8455328798185942,65.77628607763067,65,
nimlamp_f5,0.8048979591836735,65.81204351636669,64.99999999999999,
nimmirror_f5,0.9026530612244898,65.7310718031328,65,
nimsofa_f5,1.002267573696145,65.66368465462106,65,
filename,duration,original_dB,scaled_dB,
bookcase_f6,0.6720861678004535,65.00000586901939,65,
bucket_f6,0.8886167800453515,65.00000324935633,65.00000000000001,
clock_f6,0.6426984126984127,64.99994271119397,65,
drawer_f6,0.7127891156462585,64.99997459434647,65.00000000000001,
fan_f6,0.7324943310657597,65.00000248520426,65.00000000000001,
lamp_f6,0.6500226757369615,64.99997829652187,65,
mirror_f6,0.7553061224489795,64.99997953387337,65,
nimbookcase_f6,1.0025850340136055,65.24292727575525,64.99999999999999,
nimbucket_f6,1.2191156462585033,65.20075994817815,65,
nimclock_f6,0.9731972789115646,65.25001619070221,65,
nimdrawer_f6,1.0432879818594105,65.23368005471704,64.99999999999999,
nimfan_f6,1.0629931972789115,65.22947842843602,64.99999999999999,
nimlamp_f6,0.9805215419501134,65.24822286513724,65,
nimmirror_f6,1.0858049886621315,65.22476479956916,64.99999999999999,
nimsofa_f6,1.29281179138322,65.18956883016011,65,
sofa_f6,0.9623129251700681,65.00001289509409,65,
filename,duration,original_dB,scaled_dB,
togbookcase_f5,0.9163945578231293,64.31492551402346,65,
togbucket_f5,1.0063718820861678,64.38077942385657,65,
togclock_f5,0.8220408163265306,64.22890540219956,65.00000000000001,
togdrawer_f5,0.8002947845804989,64.20590878902087,65,
togfan_f5,0.7857823129251701,64.18977727321979,65,
toglamp_f5,0.7451473922902494,64.14095726075467,64.99999999999999,
togmirror_f5,0.8429024943310658,64.24972868578445,65.00000000000001,
togsofa_f5,0.9425170068027211,64.33544538859852,65,
